,,living room 1,,living room 2,,living room 3,,bedroom,,staircase low,,staircase up,,,,,,,,,,,,
Date,Time,T up L (GF),RH up L (GF),T low L (GF),RH low L (GF),T low R (GF),RH low R (GF),T R (1F),RH R (1F),T clay Low,RH clay Low (60mm),T clay Up,RH clay Up (100mm),T clay-flex Low,RH clay-flex Low,T clay-flex Up,RH clay-flex Up,,,,,,,
05/09/2012,02:00:00,20.57,63.4,17.9,77.5,19.04,73.9,21.33,65.6,19.81,69.3,20.95,67.1,19.81,71.7,20.95,65.7,,,,,,,
05/09/2012,03:00:00,20.57,63.4,17.9,78.5,19.04,73.9,21.33,65.6,19.81,69.3,20.95,67.1,19.81,71.7,20.95,65.7,,,,,,,
05/09/2012,04:00:00,20.57,63.4,17.9,77.5,19.04,73.9,21.33,65.6,19.81,69.3,20.95,67.1,19.81,71.7,20.95,65.7,,,,,,,
05/09/2012,05:00:00,20.57,63.4,17.9,77.5,19.04,73.2,20.95,65.7,19.81,69.3,20.95,66.6,19.81,71.7,20.95,65.7,,,,,,,
05/09/2012,06:00:00,20.57,63.4,17.9,77.5,19.04,73.2,20.95,65.7,19.81,68.8,20.95,66.6,19.42,71.8,20.95,65.3,,,,,,,
05/09/2012,07:00:00,20.57,63.4,17.9,77.5,19.04,73.2,20.95,65.7,19.81,68.8,20.95,66.6,19.42,71.8,20.57,65.4,,,,,,,
05/09/2012,08:00:00,20.19,63.5,17.9,77.5,19.04,73.2,20.95,65.3,19.42,68.8,20.95,66.6,19.42,71.8,20.57,65.4,,,,,,,
05/09/2012,09:00:00,20.19,63.5,17.9,77.5,19.04,73.2,20.95,64.9,19.42,68.8,20.95,66.6,19.42,71.8,20.57,65.4,,,,,,,
05/09/2012,10:00:00,20.19,63.5,17.9,77.5,19.04,73.2,20.57,65,19.42,68.8,20.57,66.7,19.42,71.8,20.57,65.4,,,,,,,
05/09/2012,11:00:00,20.19,63.5,17.9,77.5,18.66,73.2,20.57,64.6,19.42,68.8,20.57,66.2,19.42,72.4,20.57,65.4,,,,,,,
05/09/2012,12:00:00,20.19,63.1,17.9,77.5,18.66,73.2,20.57,64.6,19.42,68.8,20.57,66.2,19.42,71.8,20.19,65,,,,,,,
05/09/2012,13:00:00,20.19,63.1,17.52,77.5,18.66,72.5,20.19,64.6,19.42,68.8,20.19,66.3,19.42,71.8,20.19,65,,,,,,,
05/09/2012,14:00:00,20.19,63.1,17.52,77.5,18.66,72.5,20.19,64.2,19.42,68.8,20.19,66.3,19.42,71.8,20.19,65,,,,,,,
05/09/2012,15:00:00,20.19,63.1,17.52,77.5,18.66,72.5,20.19,64.2,19.42,68.8,20.19,66.3,19.42,71.8,20.19,65,,,,,,,
05/09/2012,16:00:00,19.81,63.2,17.52,77.5,18.66,71.9,20.19,64.2,19.42,68.8,20.19,65.9,19.42,71.8,20.19,65,,,,,,,
05/09/2012,17:00:00,19.81,63.2,17.52,77.5,18.66,72.5,20.19,64.2,19.42,68.8,20.19,65.9,19.42,71.8,20.19,65,,,,,,,
05/09/2012,18:00:00,19.81,63.2,17.52,77.5,18.66,73.2,20.19,64.2,19.42,68.8,20.19,65.9,19.42,71.8,20.19,65,,,,,,,
05/09/2012,19:00:00,19.81,63.2,17.52,77.5,18.66,73.2,20.19,64.2,19.42,68.8,20.19,66.3,19.42,71.8,20.19,65,,,,,,,
05/09/2012,20:00:00,19.81,63.2,17.52,77.5,18.66,73.2,20.19,64.2,19.42,68.8,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
05/09/2012,21:00:00,20.19,63.5,17.52,77.5,18.66,73.2,20.57,64.2,19.42,68.8,20.57,66.2,19.42,71.8,20.57,65.4,,,,,,,
05/09/2012,22:00:00,20.19,63.5,17.52,77.5,18.66,73.2,20.57,64.2,19.42,68.8,20.57,66.2,19.42,71.8,20.57,65.4,,,,,,,
05/09/2012,23:00:00,20.19,63.5,17.52,77.5,18.66,73.2,20.95,64.1,19.42,68.8,20.95,66.1,19.42,71.8,20.57,65.4,,,,,,,
06/09/2012,00:00:00,20.19,63.5,17.9,77.5,18.66,73.2,20.95,64.1,19.42,68.8,20.95,66.1,19.42,71.8,20.95,65.3,,,,,,,
06/09/2012,01:00:00,20.19,63.1,17.9,77.5,19.04,73.2,21.33,64,19.42,68.8,21.33,66.5,19.42,71.8,20.95,65.7,,,,,,,
06/09/2012,02:00:00,20.57,63.1,17.9,77.5,19.04,73.2,21.33,64,19.42,68.8,21.33,66.5,19.42,71.8,20.95,65.3,,,,,,,
06/09/2012,03:00:00,20.57,63.1,17.9,77.5,19.04,73.2,21.33,64,19.81,68.8,21.33,66.5,19.42,71.8,20.95,65.3,,,,,,,
06/09/2012,04:00:00,20.57,63.1,17.9,77.5,19.04,73.2,21.33,64,19.81,68.8,21.33,66.5,19.42,71.8,20.95,65.3,,,,,,,
06/09/2012,05:00:00,20.57,62.7,17.9,77.5,19.04,73.2,21.33,64,19.81,68.8,21.33,66.5,19.42,71.8,20.95,65.3,,,,,,,
06/09/2012,06:00:00,20.57,62.7,17.9,77.5,19.04,73.2,21.33,63.6,19.42,68.3,21.33,66.1,19.42,71.8,20.95,65.3,,,,,,,
06/09/2012,07:00:00,20.57,62.7,17.9,77.5,19.04,73.2,21.33,63.6,19.42,68.3,21.33,66.1,19.42,71.8,20.95,65.3,,,,,,,
06/09/2012,08:00:00,20.57,62.4,17.9,77.5,19.04,73.2,21.33,63.3,19.42,68.3,21.33,66.1,19.42,71.8,20.95,64.9,,,,,,,
06/09/2012,09:00:00,20.57,62.4,17.9,77.5,18.66,72.5,20.95,63.3,19.42,68.3,21.33,66.1,19.42,71.8,20.95,64.9,,,,,,,
06/09/2012,10:00:00,20.57,62.4,17.52,77.5,18.66,72.5,20.95,63,19.42,68.3,20.95,65.7,19.42,71.8,20.95,64.9,,,,,,,
06/09/2012,11:00:00,20.19,62.5,17.52,76.6,18.66,72.5,20.95,63,19.42,68.3,20.95,65.7,19.42,71.8,20.57,65,,,,,,,
06/09/2012,12:00:00,20.19,62.1,17.52,76.6,18.66,71.9,20.95,62.6,19.42,68.3,20.95,65.7,19.42,71.8,20.57,64.6,,,,,,,
06/09/2012,13:00:00,20.19,62.1,17.52,76.6,18.66,71.9,20.57,62.7,19.42,68.3,20.57,65.8,19.42,71.8,20.57,64.6,,,,,,,
06/09/2012,14:00:00,20.19,62.1,17.52,76.6,18.28,71.9,20.57,62.4,19.04,68.4,20.57,65.4,19.04,71.8,20.19,64.6,,,,,,,
06/09/2012,15:00:00,20.19,62.1,17.52,76.6,18.28,71.9,20.57,62.4,19.04,68.4,20.57,65.4,19.04,71.8,20.19,64.6,,,,,,,
06/09/2012,16:00:00,20.19,62.1,17.52,76.6,18.28,71.9,20.19,62.5,19.04,68.4,20.57,65.4,19.04,71.8,20.19,64.6,,,,,,,
06/09/2012,17:00:00,20.19,62.1,17.52,76.6,18.28,71.9,20.19,62.5,19.04,68.4,20.19,65.4,19.04,71.8,20.19,64.6,,,,,,,
06/09/2012,18:00:00,19.81,62.2,17.52,77.5,18.28,72.6,20.57,62.4,19.04,68.4,20.19,65.4,19.04,71.8,20.19,64.6,,,,,,,
06/09/2012,19:00:00,20.19,62.1,17.52,77.5,18.28,72.6,20.57,62.7,19.04,68.4,20.57,65.4,19.04,71.8,20.19,65,,,,,,,
06/09/2012,20:00:00,20.19,62.1,17.14,77.6,18.28,72.6,20.57,62.7,19.04,68.4,20.57,65.4,19.04,71.8,20.19,65,,,,,,,
06/09/2012,21:00:00,20.19,62.1,17.52,77.5,18.28,72.6,20.57,62.7,19.04,68.4,20.57,65.8,19.04,71.8,20.57,65,,,,,,,
06/09/2012,22:00:00,20.19,62.1,17.52,77.5,18.66,72.5,20.95,62.6,19.04,68.9,20.57,65.8,19.04,71.8,20.57,65,,,,,,,
06/09/2012,23:00:00,20.19,62.1,17.52,77.5,18.66,72.5,20.95,63,19.04,68.9,20.95,65.7,19.04,71.8,20.57,65.4,,,,,,,
07/09/2012,00:00:00,20.19,61.8,17.52,77.5,18.66,72.5,21.33,62.9,19.42,68.8,20.95,65.7,19.42,71.8,20.95,65.3,,,,,,,
07/09/2012,01:00:00,20.19,61.8,17.52,77.5,18.66,72.5,21.33,62.9,19.42,68.8,20.95,66.1,19.42,71.8,20.95,65.3,,,,,,,
07/09/2012,02:00:00,20.19,61.8,17.52,77.5,18.66,72.5,21.33,63.3,19.42,68.8,20.95,66.1,19.42,71.8,20.95,65.3,,,,,,,
07/09/2012,03:00:00,20.19,61.8,17.52,77.5,18.66,72.5,21.33,63.3,19.42,68.8,20.95,66.1,19.42,71.8,20.95,65.3,,,,,,,
07/09/2012,04:00:00,20.57,61.4,17.52,77.5,18.66,72.5,21.33,63.3,19.42,68.8,21.33,66.1,19.42,71.8,20.95,65.3,,,,,,,
07/09/2012,05:00:00,20.57,61.4,17.52,77.5,18.66,72.5,21.33,63.3,19.42,68.8,20.95,66.1,19.42,71.8,20.95,65.3,,,,,,,
07/09/2012,06:00:00,20.57,61.4,17.52,77.5,18.66,72.5,21.33,63.3,19.42,68.8,20.95,66.1,19.42,71.8,20.95,64.9,,,,,,,
07/09/2012,07:00:00,20.19,61.2,17.52,77.5,18.66,72.5,21.33,63.3,19.42,68.8,20.95,66.1,19.42,71.8,20.95,64.9,,,,,,,
07/09/2012,08:00:00,20.19,61.2,17.52,77.5,18.66,72.5,21.33,63.3,19.42,68.3,20.95,65.7,19.42,71.8,20.57,65,,,,,,,
07/09/2012,09:00:00,20.19,61.2,17.52,77.5,18.66,72.5,20.95,63,19.42,68.3,20.95,65.7,19.42,71.8,20.57,65,,,,,,,
07/09/2012,10:00:00,20.19,61.2,17.52,76.6,18.66,72.5,20.95,63,19.42,68.3,20.95,65.7,19.42,71.8,20.57,65,,,,,,,
07/09/2012,11:00:00,20.19,61.2,17.52,76.6,18.66,71.9,20.95,62.6,19.04,68.4,20.57,65.8,19.42,71.8,20.57,65,,,,,,,
07/09/2012,12:00:00,20.19,61.2,17.52,76.6,18.66,71.9,20.57,62.7,19.04,68.4,20.57,65.8,19.42,71.8,20.57,65,,,,,,,
07/09/2012,13:00:00,20.19,61.2,17.52,76.6,18.66,71.9,20.57,62.7,19.04,68.4,20.57,65.8,19.04,71.8,20.19,64.6,,,,,,,
07/09/2012,14:00:00,20.19,61.5,17.52,76.6,18.66,71.9,20.57,62.7,19.04,68.4,20.57,65.4,19.04,71.8,20.19,64.6,,,,,,,
07/09/2012,15:00:00,20.19,61.5,17.52,76.6,18.66,71.9,20.57,62.7,19.04,68.4,20.19,65.4,19.04,71.8,20.19,64.6,,,,,,,
07/09/2012,16:00:00,20.19,61.5,17.52,76.6,18.66,71.2,20.57,62.7,19.04,68.4,20.19,65.4,19.42,71.8,20.19,65,,,,,,,
07/09/2012,17:00:00,20.19,61.5,17.52,76.6,18.66,71.9,20.57,62.7,19.04,68.4,20.19,65.4,19.42,71.8,20.19,65,,,,,,,
07/09/2012,18:00:00,20.19,61.8,17.52,76.6,18.66,72.5,20.57,62.7,19.04,68.9,20.19,65.9,19.42,71.8,20.19,65,,,,,,,
07/09/2012,19:00:00,20.19,61.5,17.52,77.5,18.66,72.5,20.95,62.6,19.04,68.9,20.57,65.8,19.42,71.8,20.57,65.4,,,,,,,
07/09/2012,20:00:00,20.19,61.5,17.52,77.5,18.66,72.5,20.95,63,19.42,68.8,20.57,65.8,19.42,71.8,20.57,65.4,,,,,,,
07/09/2012,21:00:00,20.19,61.5,17.52,77.5,18.66,72.5,21.33,62.9,19.42,68.8,20.95,66.1,19.42,71.8,20.95,65.3,,,,,,,
07/09/2012,22:00:00,20.57,61.4,17.52,77.5,19.04,72.5,21.33,62.9,19.42,68.8,21.33,66.1,19.42,71.8,20.95,65.3,,,,,,,
07/09/2012,23:00:00,20.57,61.4,17.52,77.5,19.04,72.5,21.71,62.8,19.42,68.8,21.33,66.1,19.42,71.8,21.33,65.6,,,,,,,
08/09/2012,00:00:00,20.57,61.4,17.52,77.5,19.04,72.5,21.71,63.2,19.81,68.8,21.71,66,19.42,71.8,21.33,65.6,,,,,,,
08/09/2012,01:00:00,20.95,61.3,17.9,77.5,19.04,72.5,22.09,63.1,19.81,68.8,21.71,66.5,19.81,71.7,21.71,65.6,,,,,,,
08/09/2012,02:00:00,20.95,61.3,17.9,77.5,19.04,72.5,22.09,63.1,19.81,68.8,21.71,66.5,19.81,71.7,21.71,65.6,,,,,,,
08/09/2012,03:00:00,20.95,61.3,17.9,77.5,19.42,72.4,22.09,63.1,20.19,68.7,22.09,66.4,19.81,71.7,21.71,65.6,,,,,,,
08/09/2012,04:00:00,20.95,61,17.9,77.5,19.42,72.4,22.09,63.1,20.19,68.7,22.09,66.4,19.81,71.7,21.71,65.6,,,,,,,
08/09/2012,05:00:00,21.33,60.9,17.9,77.5,19.42,72.4,22.09,63.1,20.19,68.7,22.09,66.4,19.81,71.7,21.71,65.6,,,,,,,
08/09/2012,06:00:00,21.33,60.9,17.9,76.6,19.42,72.4,22.09,62.7,20.19,68.7,22.09,66.4,19.81,71.7,21.71,65.6,,,,,,,
08/09/2012,07:00:00,21.33,60.9,17.9,76.6,19.42,72.4,22.09,62.7,20.19,68.2,22.09,65.9,19.81,71.7,21.71,65.1,,,,,,,
08/09/2012,08:00:00,21.33,60.9,17.9,76.6,19.42,72.4,22.09,62.4,20.19,68.2,22.09,65.9,19.81,71.7,21.71,65.1,,,,,,,
08/09/2012,09:00:00,21.33,60.6,17.9,76.6,19.04,71.8,22.09,62.4,20.19,68.2,22.09,65.9,19.81,71.7,21.71,65.1,,,,,,,
08/09/2012,10:00:00,20.95,60.7,17.9,76.6,19.04,71.8,22.09,62,20.19,68.2,22.09,65.9,19.81,71.7,21.71,64.7,,,,,,,
08/09/2012,11:00:00,20.95,60.7,17.9,76.6,19.04,71.8,21.71,61.8,20.19,68.2,21.71,66,19.81,71.7,21.33,64.8,,,,,,,
08/09/2012,12:00:00,20.95,60.7,17.9,76.6,19.04,71.8,21.71,61.5,19.81,68.3,21.71,65.6,19.81,71.7,21.33,64.8,,,,,,,
08/09/2012,13:00:00,20.95,60.7,17.9,76.6,19.04,71.2,21.71,61.5,19.81,67.8,21.71,65.6,19.81,71.7,21.33,64.8,,,,,,,
08/09/2012,14:00:00,20.95,60.7,17.9,76.6,19.04,71.2,21.33,61.5,19.81,68.3,21.71,65.1,19.81,71.7,21.33,64.8,,,,,,,
08/09/2012,15:00:00,20.95,60.7,17.52,76.6,19.04,71.8,21.33,61.2,19.81,68.3,21.33,65.2,19.81,71.7,21.33,64.8,,,,,,,
08/09/2012,16:00:00,20.95,60.7,17.52,76.6,19.04,71.2,21.33,61.2,19.81,68.3,21.33,65.2,19.81,71.7,21.33,64.8,,,,,,,
08/09/2012,17:00:00,20.95,60.7,17.52,76.6,19.04,71.8,21.33,61.2,19.81,68.3,21.33,65.2,19.81,71.7,21.33,64.8,,,,,,,
08/09/2012,18:00:00,20.95,60.7,17.52,76.6,19.04,71.8,21.33,61.2,19.81,68.8,21.33,65.6,19.81,71.7,21.33,64.8,,,,,,,
08/09/2012,19:00:00,20.95,60.7,17.9,76.6,19.04,72.5,21.33,61.2,19.81,68.8,21.33,65.6,19.81,71.7,21.33,65.2,,,,,,,
08/09/2012,20:00:00,20.95,60.7,17.52,76.6,19.04,72.5,21.71,61.5,19.81,68.8,21.33,65.6,19.81,71.7,21.33,65.2,,,,,,,
08/09/2012,21:00:00,20.95,61,17.9,76.6,19.04,72.5,21.71,61.5,19.81,68.8,21.71,65.6,19.81,71.7,21.33,65.2,,,,,,,
08/09/2012,22:00:00,20.95,61,17.9,76.6,19.04,72.5,21.71,61.5,19.81,68.8,21.71,65.6,19.81,71.7,21.71,65.1,,,,,,,
08/09/2012,23:00:00,20.95,61,17.9,76.6,19.04,72.5,22.09,61.4,19.81,68.8,22.09,65.9,19.81,71.7,21.71,65.6,,,,,,,
09/09/2012,00:00:00,21.33,60.9,17.9,77.5,19.04,72.5,22.09,61.7,20.19,68.7,22.09,65.9,20.19,71.6,21.71,65.6,,,,,,,
09/09/2012,01:00:00,21.33,60.6,17.9,76.6,19.42,72.4,22.48,61.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
09/09/2012,02:00:00,21.33,60.6,17.9,77.5,19.42,72.4,22.48,61.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
09/09/2012,03:00:00,21.33,60.6,17.9,76.6,19.42,72.4,22.48,61.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
09/09/2012,04:00:00,21.33,60.6,17.9,76.6,19.42,72.4,22.48,61.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
09/09/2012,05:00:00,21.33,60.3,17.9,76.6,19.42,71.8,22.48,61.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
09/09/2012,06:00:00,21.33,60.3,17.9,76.6,19.42,71.8,22.48,61.3,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.1,,,,,,,
09/09/2012,07:00:00,21.33,60.3,17.9,76.6,19.42,71.8,22.09,61.4,20.19,68.2,22.09,65.9,19.81,71.7,21.71,65.1,,,,,,,
09/09/2012,08:00:00,21.33,60,17.9,76.6,19.04,71.8,22.09,61,20.19,68.2,22.09,65.9,19.81,71.7,21.71,65.1,,,,,,,
09/09/2012,09:00:00,21.33,60,17.9,76.6,19.04,71.8,22.09,60.7,20.19,68.2,22.09,65.9,19.81,71.7,21.71,65.1,,,,,,,
09/09/2012,10:00:00,20.95,59.8,17.9,76.6,19.04,71.8,22.09,60.7,19.81,68.3,22.09,65.9,19.81,71.7,21.71,64.7,,,,,,,
09/09/2012,11:00:00,20.95,59.8,17.52,76.6,19.04,71.2,21.71,60.5,19.81,68.3,21.71,65.6,19.81,71.7,21.33,64.8,,,,,,,
09/09/2012,12:00:00,20.95,59.8,17.52,76.6,19.04,71.2,21.71,60.5,19.81,67.8,21.71,65.6,19.81,71.7,21.33,64.8,,,,,,,
09/09/2012,13:00:00,20.95,59.8,17.52,76.6,19.04,71.2,21.71,60.2,19.81,67.8,21.71,65.1,19.81,71.7,21.33,64.8,,,,,,,
09/09/2012,14:00:00,20.95,59.8,17.52,75.7,18.66,71.2,21.71,60.2,19.81,68.3,21.33,65.2,19.81,71.7,21.33,64.8,,,,,,,
09/09/2012,15:00:00,20.57,59.9,17.52,76.6,18.66,71.2,21.33,60,19.81,68.3,21.33,65.2,19.81,71.7,20.95,64.9,,,,,,,
09/09/2012,16:00:00,20.57,59.9,17.52,76.6,18.66,71.2,21.33,60,19.81,68.3,21.33,65.2,19.81,71.7,20.95,64.9,,,,,,,
09/09/2012,17:00:00,20.57,59.9,17.52,76.6,18.66,71.9,21.33,60.3,19.81,68.3,21.33,65.2,19.81,71.7,20.95,64.9,,,,,,,
09/09/2012,18:00:00,20.57,59.6,17.52,76.6,18.66,71.9,21.33,60.3,19.81,68.3,21.33,65.2,19.81,71.7,21.33,64.8,,,,,,,
09/09/2012,19:00:00,20.57,59.6,17.52,76.6,18.66,71.9,21.71,60.2,19.81,68.3,21.33,65.2,19.81,71.7,21.33,64.8,,,,,,,
09/09/2012,20:00:00,20.57,59.6,17.52,76.6,18.66,71.9,21.71,60.2,19.81,68.3,21.71,65.6,19.81,71.7,21.33,65.2,,,,,,,
09/09/2012,21:00:00,20.95,59.8,17.52,76.6,19.04,71.8,21.71,60.2,19.81,68.8,21.71,65.6,19.81,71.7,21.33,65.2,,,,,,,
09/09/2012,22:00:00,20.95,59.8,17.52,76.6,19.04,71.8,22.09,60.4,20.19,68.7,21.71,65.6,20.19,71.6,21.71,65.1,,,,,,,
09/09/2012,23:00:00,20.95,59.8,17.9,76.6,19.04,71.8,22.09,60.4,20.19,68.7,22.09,65.5,20.19,71.6,21.71,65.1,,,,,,,
10/09/2012,00:00:00,20.95,59.8,17.9,76.6,19.04,71.8,22.09,60.4,20.19,68.7,22.09,65.5,20.19,71.6,21.71,65.6,,,,,,,
10/09/2012,01:00:00,20.95,59.8,17.9,76.6,19.04,71.8,22.09,60.7,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
10/09/2012,02:00:00,21.33,59.7,17.9,76.6,19.04,71.8,22.48,60.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
10/09/2012,03:00:00,21.33,59.7,17.9,76.6,19.04,71.8,22.48,60.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
10/09/2012,04:00:00,21.33,59.4,17.9,76.6,19.04,71.8,22.48,60.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
10/09/2012,05:00:00,21.33,59.4,17.9,76.6,19.42,71.8,22.48,60.6,20.19,68.7,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
10/09/2012,06:00:00,21.33,59.4,17.9,76.6,19.42,71.8,22.48,60.6,20.57,68.6,22.09,65.9,20.19,71.6,22.09,65.5,,,,,,,
10/09/2012,07:00:00,21.33,59.4,17.9,76.6,19.42,71.8,22.09,60.7,20.57,68.6,22.09,65.9,20.19,71.6,22.09,65.1,,,,,,,
10/09/2012,08:00:00,21.33,59.2,17.9,76.6,19.42,71.8,22.09,60.7,20.19,68.7,22.09,65.9,20.19,71.6,21.71,65.1,,,,,,,
10/09/2012,09:00:00,21.33,59.4,17.9,76.6,19.04,71.8,22.09,60.7,20.19,68.2,22.09,65.9,20.19,71.6,21.71,65.1,,,,,,,
10/09/2012,10:00:00,21.33,59.4,17.9,76.6,19.04,71.8,22.09,60.7,20.57,68.1,22.09,65.9,20.19,72.3,21.71,65.1,,,,,,,
10/09/2012,11:00:00,21.33,59.4,17.9,76.6,19.04,71.8,22.09,60.4,20.19,68.7,22.09,65.9,20.19,72.3,21.71,65.1,,,,,,,
10/09/2012,12:00:00,20.95,59.5,17.9,76.6,19.04,71.2,21.71,60.5,20.19,68.7,21.71,66,20.19,72.3,21.71,65.1,,,,,,,
10/09/2012,13:00:00,20.95,59.5,17.9,76.6,19.04,71.8,21.71,60.5,20.19,68.7,21.71,66,20.19,71.6,21.71,65.1,,,,,,,
10/09/2012,14:00:00,20.95,59.5,17.9,76.6,19.04,71.8,21.71,60.2,20.19,68.7,21.71,65.6,20.19,72.3,21.71,65.1,,,,,,,
10/09/2012,15:00:00,20.95,59.5,17.9,76.6,19.04,71.8,21.71,60.2,20.19,68.7,21.71,65.6,20.19,71.6,21.33,65.2,,,,,,,
10/09/2012,16:00:00,20.95,59.5,17.9,76.6,19.04,71.8,21.71,60.2,20.19,68.7,21.71,65.6,20.19,71.6,21.33,65.2,,,,,,,
10/09/2012,17:00:00,20.95,59.5,17.9,76.6,19.04,71.8,21.71,60.2,20.19,68.7,21.71,65.6,20.19,71.6,21.33,65.2,,,,,,,
10/09/2012,18:00:00,20.95,59.5,17.9,76.6,19.04,71.8,21.71,60.2,20.19,68.7,21.71,66,20.19,71.6,21.33,65.2,,,,,,,
10/09/2012,19:00:00,20.95,59.5,18.28,76.5,19.04,71.8,21.33,60.3,20.19,68.7,21.71,66,20.19,71.6,21.33,65.2,,,,,,,
10/09/2012,20:00:00,20.95,59.8,18.28,76.5,19.04,71.8,21.71,60.2,20.19,68.7,21.33,65.6,20.19,71.6,21.33,65.2,,,,,,,
10/09/2012,21:00:00,20.95,59.8,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,65.6,20.19,71.6,21.33,65.2,,,,,,,
10/09/2012,22:00:00,20.95,60.1,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,66.1,20.19,72.3,21.33,65.2,,,,,,,
10/09/2012,23:00:00,20.95,60.1,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,66.1,20.19,71.6,21.33,65.2,,,,,,,
11/09/2012,00:00:00,20.95,60.1,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,66.1,20.19,72.3,21.33,65.2,,,,,,,
11/09/2012,01:00:00,20.95,60.1,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,66.1,20.19,71.6,21.33,65.2,,,,,,,
11/09/2012,02:00:00,20.95,60.1,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,66.1,20.19,71.6,21.33,65.2,,,,,,,
11/09/2012,03:00:00,20.95,60.1,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,66.1,20.19,71.6,21.33,65.2,,,,,,,
11/09/2012,04:00:00,20.95,60.1,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,66.1,20.19,71.6,20.95,65.3,,,,,,,
11/09/2012,05:00:00,20.57,60.2,18.28,76.5,19.04,71.8,21.33,60.6,20.19,68.7,21.33,66.1,20.19,71.6,20.95,65.3,,,,,,,
11/09/2012,06:00:00,20.57,60.2,18.28,76.5,19.04,71.8,20.95,60.7,20.19,68.7,20.95,66.1,20.19,71.6,20.95,65.3,,,,,,,
11/09/2012,07:00:00,20.57,60.2,18.28,76.5,19.04,71.8,20.95,60.7,20.19,68.7,20.95,66.1,20.19,71.6,20.95,65.3,,,,,,,
11/09/2012,08:00:00,20.57,60.2,18.28,76.5,19.04,71.8,20.95,60.7,20.19,68.7,20.95,66.1,20.19,71.6,20.95,65.3,,,,,,,
11/09/2012,09:00:00,20.57,60.2,18.28,76.5,19.04,71.8,20.95,60.7,20.19,68.7,20.95,66.1,19.81,71.7,20.57,65.4,,,,,,,
11/09/2012,10:00:00,20.57,60.2,17.9,76.6,19.04,71.8,20.57,60.8,19.81,68.3,20.95,66.1,19.81,71.7,20.57,65.4,,,,,,,
11/09/2012,11:00:00,20.57,60.2,17.9,76.6,19.04,71.8,20.57,60.8,19.81,68.8,20.57,66.2,19.81,71.7,20.57,65,,,,,,,
11/09/2012,12:00:00,20.19,60.3,17.9,76.6,18.66,71.9,20.57,60.5,19.81,68.3,20.57,66.2,19.81,71.7,20.57,65,,,,,,,
11/09/2012,13:00:00,20.19,60.3,17.9,76.6,18.66,71.9,20.19,60.6,19.81,68.3,20.57,66.2,19.81,71.7,20.19,65,,,,,,,
11/09/2012,14:00:00,20.19,60.3,17.9,76.6,18.66,71.9,20.19,60.6,19.81,68.8,20.19,66.3,19.81,71.7,20.19,65,,,,,,,
11/09/2012,15:00:00,20.19,60.3,17.9,76.6,18.66,71.9,20.19,60.3,19.81,68.8,20.19,66.3,19.81,71.7,20.19,65,,,,,,,
11/09/2012,16:00:00,20.19,60.3,17.9,76.6,18.66,71.2,20.19,60.3,19.42,68.8,20.19,66.3,19.81,71.7,20.19,65,,,,,,,
11/09/2012,17:00:00,20.19,60.3,17.9,76.6,18.66,71.9,20.19,60.3,19.42,68.8,20.19,66.3,19.42,71.8,20.19,65,,,,,,,
11/09/2012,18:00:00,20.19,60.3,17.52,76.6,18.66,72.5,20.19,60.3,19.42,68.8,20.19,66.3,19.42,71.8,20.19,65,,,,,,,
11/09/2012,19:00:00,19.81,60.1,17.52,76.6,18.66,72.5,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65,,,,,,,
11/09/2012,20:00:00,19.81,60.1,17.52,76.6,18.28,71.9,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
11/09/2012,21:00:00,19.81,60.1,17.52,76.6,18.28,71.9,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
11/09/2012,22:00:00,19.81,60.4,17.52,76.6,18.28,71.9,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
