,,living room 1,,living room 2,,living room 3,,bedroom,,staircase low,,staircase up,,,,,,,,,,,,
Date,Time,T up L (GF),RH up L (GF),T low L (GF),RH low L (GF),T low R (GF),RH low R (GF),T R (1F),RH R (1F),T clay Low,RH clay Low (60mm),T clay Up,RH clay Up (100mm),T clay-flex Low,RH clay-flex Low,T clay-flex Up,RH clay-flex Up,,,,,,,
11/09/2012,23:00:00,20.19,60.3,17.52,76.6,18.28,71.9,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
12/09/2012,00:00:00,19.81,60.4,17.52,76.6,18.28,71.9,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
12/09/2012,01:00:00,20.19,60.3,17.52,76.6,18.28,71.9,20.19,60.3,19.42,68.3,20.57,66.2,19.42,71.8,20.19,65.4,,,,,,,
12/09/2012,02:00:00,19.81,60.1,17.52,76.6,18.28,71.3,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
12/09/2012,03:00:00,19.81,60.1,17.52,76.6,18.28,71.3,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
12/09/2012,04:00:00,19.81,59.8,17.52,76.6,18.28,71.3,20.19,60.3,19.42,68.3,20.19,66.3,19.42,71.8,20.19,65.4,,,,,,,
12/09/2012,05:00:00,19.81,59.8,17.14,76.7,18.28,71.3,20.19,60,19.42,68.3,20.19,66.3,19.04,71.8,20.19,65,,,,,,,
12/09/2012,06:00:00,19.81,59.8,17.14,76.7,18.28,71.3,20.19,60,19.42,68.3,20.19,66.3,19.04,71.2,20.19,65,,,,,,,
12/09/2012,07:00:00,19.81,59.5,17.14,75.8,18.28,71.3,19.81,59.8,19.04,68.4,20.19,66.3,19.04,71.2,19.81,65.1,,,,,,,
12/09/2012,08:00:00,19.81,59.5,17.14,75.8,17.9,71.4,19.81,59.8,19.04,67.9,20.19,66.3,19.04,71.2,19.81,64.7,,,,,,,
12/09/2012,09:00:00,19.42,59.4,17.14,75.8,17.9,70.8,19.81,59.5,19.04,67.9,19.81,65.9,19.04,71.2,19.81,64.7,,,,,,,
12/09/2012,10:00:00,19.42,59.4,17.14,75.8,17.9,70.8,19.42,59.4,19.04,67.9,19.81,65.9,19.04,71.2,19.42,64.8,,,,,,,
12/09/2012,11:00:00,19.42,59.4,16.76,75.8,17.9,70.8,19.42,59.1,18.66,68,19.42,66,19.04,71.2,19.42,64.8,,,,,,,
12/09/2012,12:00:00,19.42,59.4,16.76,75.8,17.52,70.8,19.42,59.1,18.66,68,19.42,65.6,18.66,71.2,19.42,64.8,,,,,,,
12/09/2012,13:00:00,19.04,59.5,16.76,75.8,17.52,70.8,19.04,58.9,18.66,68,19.42,65.6,18.66,71.2,19.04,64.9,,,,,,,
12/09/2012,14:00:00,19.04,59.2,16.76,75.8,17.52,70.8,19.04,58.9,18.66,68,19.04,65.7,18.66,71.2,19.04,64.5,,,,,,,
12/09/2012,15:00:00,19.04,59.2,16.76,75.8,17.52,70.8,19.04,58.9,18.28,68,19.04,65.7,18.66,71.2,19.04,64.5,,,,,,,
12/09/2012,16:00:00,19.04,59.2,16.38,75.9,17.52,70.3,18.66,58.8,18.28,68,19.04,65.7,18.28,71.3,18.66,64.6,,,,,,,
12/09/2012,17:00:00,19.04,59.2,16.38,75.9,17.52,70.8,18.66,59,18.28,68,18.66,65.8,18.28,71.3,18.66,64.6,,,,,,,
12/09/2012,18:00:00,18.66,59,16.38,75.9,17.52,71.4,18.66,59,18.28,68,18.66,65.8,18.28,71.3,18.66,64.6,,,,,,,
12/09/2012,19:00:00,18.66,59,16.38,75.9,17.14,70.9,18.66,59,18.28,68,18.66,65.8,18.28,71.3,18.66,64.6,,,,,,,
12/09/2012,20:00:00,18.66,59,16.38,75.9,17.14,70.9,18.66,59,18.28,68,18.66,65.8,18.28,71.3,18.66,64.6,,,,,,,
12/09/2012,21:00:00,18.66,59.3,16.38,75.9,17.14,71.5,18.66,59,18.28,68.5,18.66,65.8,18.28,71.3,18.66,65,,,,,,,
12/09/2012,22:00:00,18.66,59.3,16.38,75.9,17.14,71.5,18.66,59.3,17.9,68.6,18.66,65.8,18.28,71.3,18.66,65,,,,,,,
12/09/2012,23:00:00,18.66,59.3,16.38,75.9,17.52,71.4,18.66,59.3,17.9,68.6,18.66,65.8,18.28,71.3,18.66,65,,,,,,,
13/09/2012,00:00:00,18.66,59.6,16.38,75.9,17.52,71.4,19.04,59.5,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
13/09/2012,01:00:00,18.66,59.3,16.38,75.9,17.52,71.4,18.66,59.6,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
13/09/2012,02:00:00,18.66,59.3,16.38,75.9,17.52,71.4,19.04,59.5,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65.3,,,,,,,
13/09/2012,03:00:00,18.66,59.3,16.38,75.9,17.52,70.8,19.04,59.7,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
13/09/2012,04:00:00,18.66,59.3,16.38,76.7,17.14,70.9,18.66,59.8,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
13/09/2012,05:00:00,18.66,59.3,16.38,75.9,17.14,70.9,18.66,59.8,17.9,68.6,18.66,66.6,18.28,70.7,18.66,65,,,,,,,
13/09/2012,06:00:00,18.66,59.3,16.38,75.9,17.14,70.9,18.66,59.8,17.9,68.6,18.66,66.6,17.9,70.8,18.66,65,,,,,,,
13/09/2012,07:00:00,18.28,59.4,16.38,75.9,17.14,70.9,18.66,59.8,17.9,68.6,18.66,66.6,17.9,70.8,18.66,65,,,,,,,
13/09/2012,08:00:00,18.28,59.4,16.38,75.9,17.14,70.9,18.28,59.7,17.9,68.6,18.66,66.6,17.9,70.8,18.28,65,,,,,,,
13/09/2012,09:00:00,18.28,59.1,16,75.9,17.14,70.9,18.28,59.7,17.52,68.2,18.28,66.2,17.9,70.8,18.28,65,,,,,,,
13/09/2012,10:00:00,18.28,59.1,16,75.9,17.14,70.3,18.28,59.7,17.52,68.2,18.28,66.2,17.9,70.8,18.28,64.7,,,,,,,
13/09/2012,11:00:00,18.28,59.1,16,75.9,16.76,70.4,17.9,59.5,17.52,68.2,18.28,66.2,17.9,70.8,18.28,64.7,,,,,,,
13/09/2012,12:00:00,17.9,59.3,16,75.9,16.76,70.4,17.9,59.3,17.52,68.2,17.9,66.3,17.52,70.8,17.9,64.7,,,,,,,
13/09/2012,13:00:00,17.9,59.3,16,75.9,16.76,70.4,17.9,59.3,17.52,68.2,17.9,66.3,17.52,70.8,17.9,64.7,,,,,,,
13/09/2012,14:00:00,17.9,59.3,16,75.9,16.76,70.4,17.52,59.4,17.52,68.2,17.9,65.9,17.52,70.8,17.9,64.7,,,,,,,
13/09/2012,15:00:00,17.9,59.5,16,75.9,16.76,71,17.52,59.4,17.14,68.3,17.52,66,17.52,70.8,17.52,64.8,,,,,,,
13/09/2012,16:00:00,17.9,59.5,15.62,76,16.76,70.4,17.52,59.4,17.14,68.3,17.52,66,17.52,70.8,17.52,64.8,,,,,,,
13/09/2012,17:00:00,17.9,59.5,15.62,76,16.76,71,17.52,59.4,17.14,68.3,17.52,66,17.52,70.8,17.9,64.7,,,,,,,
13/09/2012,18:00:00,17.9,59.5,15.62,76,16.76,71.6,17.52,59.4,17.14,68.3,17.52,66,17.52,70.8,17.9,65.1,,,,,,,
13/09/2012,19:00:00,17.9,59.5,15.62,76,16.76,71.6,17.9,59.5,17.14,68.8,17.9,66.3,17.52,70.8,17.9,65.1,,,,,,,
13/09/2012,20:00:00,17.9,59.5,15.62,76,16.76,71.6,17.9,59.8,17.52,68.7,17.9,66.3,17.52,70.8,17.9,65.1,,,,,,,
13/09/2012,21:00:00,17.9,59.5,15.62,76,16.76,71.6,18.28,59.7,17.52,68.7,17.9,66.3,17.52,70.8,18.28,65.4,,,,,,,
13/09/2012,22:00:00,17.9,59.5,15.62,76,16.76,71.6,18.28,59.9,17.52,68.7,18.28,66.7,17.9,70.8,18.28,65.4,,,,,,,
13/09/2012,23:00:00,18.28,59.4,15.62,76,16.76,71.6,18.66,59.8,17.52,68.7,18.66,66.6,17.9,70.8,18.66,65.3,,,,,,,
14/09/2012,00:00:00,18.28,59.4,15.62,76,17.14,71.5,18.66,59.8,17.52,68.7,18.66,66.6,17.9,70.8,18.66,65.3,,,,,,,
14/09/2012,01:00:00,18.28,59.4,16,75.9,17.14,71.5,18.66,60.1,17.52,68.7,18.66,66.6,17.9,70.8,18.66,65.3,,,,,,,
14/09/2012,02:00:00,18.28,59.4,16,75.9,17.14,71.5,19.04,60,17.9,69.1,18.66,66.6,17.9,70.8,18.66,65.3,,,,,,,
14/09/2012,03:00:00,18.66,59.3,16,75.9,17.14,70.9,19.04,60,17.9,69.1,19.04,67,17.9,70.8,19.04,65.3,,,,,,,
14/09/2012,04:00:00,18.66,59.3,16,75.9,17.14,70.9,19.04,60,17.9,68.6,19.04,67,17.9,70.8,19.04,65.3,,,,,,,
14/09/2012,05:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,68.6,19.04,67,17.9,70.8,19.04,65.3,,,,,,,
14/09/2012,06:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60.3,17.9,68.6,19.04,67,17.9,70.8,19.04,65.3,,,,,,,
14/09/2012,07:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,68.6,19.04,66.5,17.9,70.8,19.04,65.3,,,,,,,
14/09/2012,08:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,68.6,19.04,66.5,17.9,70.8,19.04,65.3,,,,,,,
14/09/2012,09:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,68.6,19.04,66.5,18.28,70.7,19.04,65.3,,,,,,,
14/09/2012,10:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,68.6,19.04,66.5,18.28,70.7,19.04,64.9,,,,,,,
14/09/2012,11:00:00,18.66,58.8,16,75.9,17.14,70.9,19.04,60.3,17.9,68.6,19.04,66.5,18.28,70.7,19.04,64.9,,,,,,,
14/09/2012,12:00:00,18.66,59,16,75.9,17.14,70.3,19.04,60.3,17.9,68.6,19.04,66.5,18.28,70.7,19.04,64.9,,,,,,,
14/09/2012,13:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,68.6,18.66,66.6,18.28,70.7,19.04,64.9,,,,,,,
14/09/2012,14:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,69.1,18.66,66.6,18.28,71.3,18.66,65,,,,,,,
14/09/2012,15:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,69.1,18.66,66.6,18.28,71.3,19.04,65.3,,,,,,,
14/09/2012,16:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60,17.9,69.1,19.04,66.5,18.28,70.7,19.04,65.3,,,,,,,
14/09/2012,17:00:00,18.66,59,16,75.9,17.14,70.9,19.04,60.3,17.9,69.1,19.04,66.5,18.28,70.7,19.04,65.3,,,,,,,
14/09/2012,18:00:00,18.66,59.3,16.38,75.9,17.52,71.4,19.04,60.3,17.9,69.1,19.04,66.5,18.28,70.7,19.04,65.3,,,,,,,
14/09/2012,19:00:00,18.66,59.3,16.38,75.9,17.52,71.4,19.04,60.3,18.28,69,19.04,66.5,18.28,70.7,19.04,65.3,,,,,,,
14/09/2012,20:00:00,19.04,59.2,16.38,75.9,17.52,71.4,19.04,60.3,18.28,69,19.04,66.5,18.28,70.7,19.04,65.3,,,,,,,
14/09/2012,21:00:00,19.04,58.9,16.38,75.9,17.52,71.4,19.42,60.2,18.28,69,19.04,66.5,18.28,70.7,19.42,65.2,,,,,,,
14/09/2012,22:00:00,19.04,59.2,16.38,76.7,17.52,71.4,19.42,60.2,18.28,69,19.42,66.9,18.28,71.3,19.42,65.2,,,,,,,
14/09/2012,23:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,60.2,18.28,69,19.42,66.9,18.66,71.2,19.42,65.6,,,,,,,
15/09/2012,00:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,60.5,18.28,69,19.42,66.9,18.66,71.2,19.42,65.2,,,,,,,
15/09/2012,01:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,60.5,18.28,69,19.42,66.9,18.66,71.2,19.42,65.2,,,,,,,
15/09/2012,02:00:00,19.04,58.9,16.38,75.9,17.52,70.8,19.81,60.4,18.28,69,19.42,66.9,18.66,71.2,19.42,65.2,,,,,,,
15/09/2012,03:00:00,19.04,58.9,16.38,75.9,17.52,70.8,19.81,60.4,18.28,68.5,19.42,66.9,18.66,71.2,19.42,65.2,,,,,,,
15/09/2012,04:00:00,19.04,58.9,16.38,75.9,17.52,70.8,19.81,60.4,18.66,68.5,19.42,66.9,18.66,71.2,19.42,65.2,,,,,,,
15/09/2012,05:00:00,19.04,58.9,16.38,75.9,17.52,70.8,19.81,60.1,18.28,68.5,19.42,66.9,18.66,71.2,19.42,65.2,,,,,,,
15/09/2012,06:00:00,19.04,58.9,16.38,75.9,17.52,70.8,19.42,60.2,18.28,68.5,19.42,66.4,18.66,71.2,19.42,65.2,,,,,,,
15/09/2012,07:00:00,19.04,58.7,16.38,75.9,17.52,70.8,19.42,60.2,18.28,68.5,19.42,66.4,18.28,71.3,19.42,64.8,,,,,,,
15/09/2012,08:00:00,19.04,58.7,16.38,75.9,17.52,70.3,19.42,59.9,18.28,68.5,19.42,66.4,18.28,71.3,19.04,64.9,,,,,,,
15/09/2012,09:00:00,19.04,58.7,16.38,75.9,17.52,70.3,19.42,59.6,18.28,68.5,19.04,66.5,18.28,71.3,19.04,64.9,,,,,,,
15/09/2012,10:00:00,19.04,58.7,16.38,75.9,17.52,70.3,19.04,59.7,18.28,68.5,19.04,66.5,18.28,71.3,19.04,64.9,,,,,,,
15/09/2012,11:00:00,19.04,58.4,16.38,75.9,17.52,70.3,19.04,59.5,18.28,68,19.04,66.5,18.28,70.7,19.04,64.5,,,,,,,
15/09/2012,12:00:00,19.04,58.4,16.38,75.9,17.14,69.8,19.04,59.2,18.28,68,19.04,66.1,18.28,70.7,18.66,64.6,,,,,,,
15/09/2012,13:00:00,19.04,58.4,16.38,75.1,17.14,69.8,19.04,59.2,17.9,68.1,18.66,66.2,18.28,71.3,18.66,64.6,,,,,,,
15/09/2012,14:00:00,18.66,58.5,16.38,75.1,17.14,70.3,18.66,59.3,17.9,68.1,18.66,66.2,18.28,71.3,18.66,64.6,,,,,,,
15/09/2012,15:00:00,18.66,58.5,16,75.1,17.14,70.3,18.66,59.3,17.9,68.1,18.66,65.8,18.28,70.7,18.66,64.6,,,,,,,
15/09/2012,16:00:00,18.66,58.5,16,75.1,17.14,70.3,18.66,59.3,17.9,68.1,18.66,65.8,18.28,70.7,18.66,64.6,,,,,,,
15/09/2012,17:00:00,18.66,58.5,16,75.1,17.14,70.3,18.66,59.3,17.9,68.1,18.66,65.8,18.28,70.7,18.66,64.6,,,,,,,
15/09/2012,18:00:00,18.66,58.8,16,75.1,17.14,70.9,18.66,59.3,17.9,68.1,18.66,65.8,18.28,71.3,18.66,65,,,,,,,
15/09/2012,19:00:00,18.66,58.8,16.38,75.1,17.14,70.9,19.04,59.5,17.9,68.6,18.66,65.8,18.28,70.7,18.66,65,,,,,,,
15/09/2012,20:00:00,18.66,59,16.38,75.9,17.14,70.9,19.04,59.5,17.9,68.6,18.66,66.2,18.28,70.7,19.04,64.9,,,,,,,
15/09/2012,21:00:00,19.04,59.2,16.38,75.9,17.14,70.9,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,64.9,,,,,,,
15/09/2012,22:00:00,19.04,59.2,16.38,75.9,17.14,70.9,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,65.3,,,,,,,
15/09/2012,23:00:00,19.04,59.2,16.38,75.9,17.14,70.9,19.42,59.6,18.28,68.5,19.04,66.1,18.66,71.2,19.04,65.3,,,,,,,
16/09/2012,00:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,59.6,18.28,68.5,19.42,66.4,18.66,70.6,19.42,65.2,,,,,,,
16/09/2012,01:00:00,19.04,59.5,16.38,75.9,17.52,70.8,19.42,59.6,18.28,68.5,19.42,66.4,18.66,71.2,19.42,65.2,,,,,,,
16/09/2012,02:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,59.9,18.28,68.5,19.42,66.4,18.66,70.6,19.42,65.2,,,,,,,
16/09/2012,03:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.81,59.8,18.28,68.5,19.42,66.4,18.66,70.6,19.42,65.2,,,,,,,
16/09/2012,04:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.81,59.8,18.28,68.5,19.42,66.4,18.66,70.6,19.42,65.2,,,,,,,
16/09/2012,05:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.81,59.8,18.66,68.5,19.42,66.4,18.66,70.6,19.42,65.2,,,,,,,
16/09/2012,06:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.81,59.8,18.28,68.5,19.42,66.4,18.66,70.6,19.42,65.2,,,,,,,
16/09/2012,07:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,59.9,18.28,68.5,19.42,66.4,18.66,70.6,19.42,65.2,,,,,,,
16/09/2012,08:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,59.9,18.28,68.5,19.42,66.4,18.66,71.2,19.42,65.2,,,,,,,
16/09/2012,09:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,59.9,18.28,68.5,19.42,66.4,18.66,71.2,19.42,64.8,,,,,,,
16/09/2012,10:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,59.9,18.28,68.5,19.42,66.4,18.66,71.2,19.42,64.8,,,,,,,
16/09/2012,11:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,59.9,18.28,68.5,19.42,66,18.66,71.2,19.04,64.9,,,,,,,
16/09/2012,12:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.42,59.6,18.28,68.5,19.42,66,18.66,70.6,19.04,64.9,,,,,,,
16/09/2012,13:00:00,19.04,59.2,16.38,75.9,17.52,70.8,19.04,59.7,18.28,68.5,19.04,66.1,18.66,70.6,19.04,64.9,,,,,,,
16/09/2012,14:00:00,19.04,59.5,16.38,75.9,17.52,70.8,19.04,59.7,18.28,68.5,19.04,66.1,18.66,70.6,19.04,64.9,,,,,,,
16/09/2012,15:00:00,19.04,59.5,16.38,75.9,17.52,70.8,19.04,59.5,18.28,68.5,19.04,66.1,18.66,71.2,19.04,64.9,,,,,,,
16/09/2012,16:00:00,19.04,59.5,16.38,75.9,17.52,70.8,19.04,59.5,18.28,68.5,19.04,66.1,18.66,71.2,19.04,64.9,,,,,,,
16/09/2012,17:00:00,19.04,59.5,16.38,75.9,17.52,70.8,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,64.9,,,,,,,
16/09/2012,18:00:00,19.04,59.7,16.38,75.9,17.52,71.4,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,64.9,,,,,,,
16/09/2012,19:00:00,19.04,59.7,16.38,75.9,17.52,71.4,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,64.9,,,,,,,
16/09/2012,20:00:00,19.04,59.7,16.38,75.9,17.52,71.4,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,64.9,,,,,,,
16/09/2012,21:00:00,19.04,60,16.38,75.9,17.52,71.4,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,64.9,,,,,,,
16/09/2012,22:00:00,19.04,60,16.38,75.9,17.52,71.4,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,64.9,,,,,,,
16/09/2012,23:00:00,19.04,60.3,16.38,75.9,17.52,71.4,19.04,59.5,18.28,68.5,19.04,66.1,18.28,70.7,19.04,64.9,,,,,,,
17/09/2012,00:00:00,19.04,60.3,16.38,75.9,17.52,71.4,19.04,59.7,18.28,68.5,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,01:00:00,19.04,60.3,16.38,75.9,17.52,71.4,19.04,59.7,18.28,68.5,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,02:00:00,19.04,60.3,16.38,75.9,17.52,71.4,19.04,60,18.28,68.5,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,03:00:00,19.04,60.3,16.38,75.9,17.52,71.4,19.04,60.3,18.28,68.5,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,04:00:00,19.04,60.3,16.38,75.9,17.52,71.4,19.04,60.3,18.28,68.5,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,05:00:00,19.04,60.3,16.76,75.8,17.52,71.4,18.66,60.7,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,06:00:00,18.66,60.4,16.76,75.8,17.52,71.4,18.66,60.7,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,07:00:00,18.66,60.1,16.76,75.8,17.52,71.4,18.66,60.7,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,08:00:00,18.66,60.4,16.38,75.9,17.52,71.4,18.66,60.7,17.9,68.6,18.66,66.2,18.28,70.7,18.66,64.6,,,,,,,
17/09/2012,09:00:00,18.66,60.4,16.76,75.8,17.52,71.4,18.66,60.7,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,10:00:00,18.66,60.7,16.38,75.9,17.52,71.4,18.66,60.7,17.9,68.6,18.66,66.2,18.28,70.7,18.66,65,,,,,,,
17/09/2012,11:00:00,18.66,60.4,16.38,75.9,17.52,71.4,18.28,60.8,17.9,68.6,18.28,66.2,18.28,70.7,18.28,64.7,,,,,,,
17/09/2012,12:00:00,18.66,60.4,16.38,75.9,17.52,71.4,18.28,60.8,17.9,68.6,18.28,66.2,18.28,70.7,18.28,64.7,,,,,,,
17/09/2012,13:00:00,18.66,60.7,16.38,75.9,17.14,71.5,18.28,60.8,17.9,68.6,18.28,66.2,18.28,70.7,18.28,64.7,,,,,,,
17/09/2012,14:00:00,18.66,60.7,16.38,75.9,17.14,71.5,18.28,60.5,17.9,68.6,18.28,66.2,18.28,70.7,18.28,64.7,,,,,,,
17/09/2012,15:00:00,18.66,60.7,16.38,75.9,17.14,71.5,18.28,60.5,17.9,68.6,18.28,66.2,18.28,70.7,18.28,65,,,,,,,
17/09/2012,16:00:00,18.28,60.5,16.38,75.9,17.14,71.5,18.28,60.8,17.9,68.6,17.9,66.3,18.28,70.7,18.28,64.7,,,,,,,
17/09/2012,17:00:00,18.66,60.4,16.38,75.9,17.14,71.5,18.28,60.8,17.9,68.6,17.9,66.3,18.28,70.7,18.28,65,,,,,,,
17/09/2012,18:00:00,18.28,60.8,16.38,75.9,17.14,71.5,18.28,60.8,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
17/09/2012,19:00:00,18.28,60.8,16.38,75.9,17.14,71.5,18.28,60.8,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
17/09/2012,20:00:00,18.66,60.7,16.38,75.9,17.14,71.5,18.28,60.8,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
17/09/2012,21:00:00,18.66,61,16.38,75.9,17.14,71.5,18.28,60.8,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
17/09/2012,22:00:00,18.66,61.2,16.38,75.9,17.14,71.5,18.28,60.8,17.9,68.6,18.28,66.2,18.28,70.7,18.28,65,,,,,,,
17/09/2012,23:00:00,18.66,61.2,16.38,75.9,17.14,72.1,18.28,60.8,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
18/09/2012,00:00:00,18.66,61.2,16.38,75.9,17.14,72.1,18.28,60.8,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
18/09/2012,01:00:00,18.66,61.2,16.38,75.9,17.14,72.1,18.28,60.8,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
18/09/2012,02:00:00,18.66,61.2,16.38,75.9,17.14,72.1,18.28,61,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
18/09/2012,03:00:00,18.66,61.2,16.38,75.9,17.14,72.1,18.28,61,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
18/09/2012,04:00:00,18.66,61,16.38,75.9,17.14,72.1,18.28,61,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
18/09/2012,05:00:00,18.28,61,16.38,75.9,17.14,72.1,18.28,61,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
18/09/2012,06:00:00,18.28,61,16.38,75.9,17.14,72.1,18.28,61.3,17.9,68.6,18.28,66.7,18.28,70.7,18.28,65,,,,,,,
18/09/2012,07:00:00,18.28,61,16.38,75.9,17.14,71.5,18.28,61.3,17.9,68.6,18.28,66.7,18.28,70.7,18.28,64.7,,,,,,,
18/09/2012,08:00:00,18.28,61,16.38,75.9,17.14,71.5,17.9,61.1,17.9,68.6,18.28,66.7,17.9,70.8,18.28,64.7,,,,,,,
18/09/2012,09:00:00,18.28,60.8,16.38,75.9,17.14,71.5,17.9,61.1,17.9,68.6,17.9,66.3,17.9,70.8,17.9,64.7,,,,,,,
18/09/2012,10:00:00,18.28,60.8,16.38,75.9,17.14,71.5,17.9,61.1,17.9,68.1,17.9,66.3,17.9,70.8,17.9,64.7,,,,,,,
18/09/2012,11:00:00,18.28,61,16.38,75.9,17.14,71.5,17.9,61.1,17.9,68.1,17.9,66.3,17.9,70.8,17.9,64.7,,,,,,,
18/09/2012,12:00:00,18.28,61.3,16.38,75.9,17.14,71.5,17.52,61.2,17.52,68.2,17.9,66.3,17.9,70.8,17.9,64.7,,,,,,,
18/09/2012,13:00:00,18.28,61.3,16.38,75.9,17.14,71.5,17.52,61.2,17.52,68.2,17.52,66.4,17.9,70.8,17.9,64.7,,,,,,,
18/09/2012,14:00:00,17.9,61.4,16.38,75.9,17.14,71.5,17.52,61,17.52,68.2,17.52,66.4,17.9,70.8,17.52,64.8,,,,,,,
18/09/2012,15:00:00,17.9,61.4,16.38,75.9,16.76,72.2,17.52,61.2,17.52,68.2,17.52,66.4,17.9,70.8,17.52,64.8,,,,,,,
18/09/2012,16:00:00,17.9,61.4,16,75.9,16.76,71.6,17.52,61.2,17.52,68.7,17.52,66.4,17.9,70.2,17.52,64.8,,,,,,,
18/09/2012,17:00:00,17.9,61.4,16,75.9,16.76,72.2,17.52,61.2,17.52,68.7,17.52,66.4,17.9,70.8,17.52,64.8,,,,,,,
18/09/2012,18:00:00,17.9,61.4,16,75.9,16.76,72.2,17.52,61.2,17.52,68.7,17.52,66.4,17.9,70.2,17.52,64.8,,,,,,,
18/09/2012,19:00:00,17.9,61.4,16,75.9,16.76,72.2,17.52,61.2,17.52,68.7,17.52,66.4,17.9,70.2,17.9,64.7,,,,,,,
18/09/2012,20:00:00,17.9,61.4,16,75.9,16.76,72.2,17.52,61.2,17.52,68.7,17.9,66.3,17.9,70.2,17.9,64.7,,,,,,,
18/09/2012,21:00:00,17.9,61.4,16,76.8,16.76,72.2,17.9,61.4,17.52,68.7,17.9,66.8,17.9,70.2,17.9,65.1,,,,,,,
18/09/2012,22:00:00,18.28,61.3,16,76.8,16.76,72.2,17.9,61.4,17.52,68.7,17.9,66.8,17.9,70.2,18.28,65,,,,,,,
