Time [d],VTT Mould Index [-]
37.5,0.523315
37.541666666666664,0.523703
37.58333333333333,0.52409
37.625,0.524478
37.666666666666664,0.524857
37.70833333333333,0.525245
37.75,0.525632
37.791666666666664,0.52602
37.83333333333333,0.526408
37.875,0.526912
37.916666666666664,0.527426
37.95833333333333,0.52794
38,0.528455
38.041666666666664,0.528969
38.08333333333333,0.529483
38.125,0.529998
38.166666666666664,0.530522
38.20833333333333,0.530911
38.25,0.5313
38.291666666666664,0.531689
38.33333333333333,0.532078
38.375,0.532467
38.416666666666664,0.532856
38.45833333333333,0.533245
38.5,0.533634
38.541666666666664,0.534023
38.58333333333333,0.534411
38.625,0.5348
38.666666666666664,0.535189
38.70833333333333,0.535578
38.75,0.535967
38.791666666666664,0.536356
38.83333333333333,0.536745
38.875,0.537133
38.916666666666664,0.53753
38.95833333333333,0.537927
39,0.538324
39.041666666666664,0.538721
39.08333333333333,0.539118
39.125,0.539515
39.166666666666664,0.539912
39.20833333333333,0.540309
39.25,0.540705
39.291666666666664,0.541102
39.33333333333333,0.541499
39.375,0.541896
39.416666666666664,0.542293
39.45833333333333,0.542689
39.5,0.543086
39.541666666666664,0.543483
39.58333333333333,0.54388
39.625,0.544269
39.666666666666664,0.544657
39.70833333333333,0.545046
39.75,0.545434
39.791666666666664,0.545823
39.83333333333333,0.54622
39.875,0.546744
39.916666666666664,0.547268
39.95833333333333,0.547793
40,0.548317
40.041666666666664,0.548841
40.08333333333333,0.549366
40.125,0.54989
40.166666666666664,0.550414
40.20833333333333,0.550811
40.25,0.551325
40.291666666666664,0.551714
40.33333333333333,0.552102
40.375,0.552491
40.416666666666664,0.552879
40.45833333333333,0.553267
40.5,0.553656
40.541666666666664,0.554044
40.58333333333333,0.554433
40.625,0.554821
40.666666666666664,0.55521
40.70833333333333,0.555598
40.75,0.555987
40.791666666666664,0.556375
40.83333333333333,0.556763
40.875,0.557152
40.916666666666664,0.557676
40.95833333333333,0.5582
41,0.558597
41.041666666666664,0.559121
41.08333333333333,0.559517
41.125,0.559922
41.166666666666664,0.560326
41.20833333333333,0.560731
41.25,0.561136
41.291666666666664,0.56154
41.33333333333333,0.561945
41.375,0.562349
41.416666666666664,0.562746
41.45833333333333,0.563142
41.5,0.563538
41.541666666666664,0.563935
41.58333333333333,0.564331
41.625,0.564727
41.666666666666664,0.565115
41.70833333333333,0.565504
41.75,0.565892
41.791666666666664,0.56628
41.83333333333333,0.566668
41.875,0.567056
41.916666666666664,0.567444
41.95833333333333,0.567833
42,0.568221
42.041666666666664,0.568609
42.08333333333333,0.568997
42.125,0.569385
42.166666666666664,0.569773
42.20833333333333,0.570161
42.25,0.570549
42.291666666666664,0.570937
42.33333333333333,0.571324
42.375,0.571711
42.416666666666664,0.572097
42.45833333333333,0.572484
42.5,0.57287
42.541666666666664,0.573257
42.58333333333333,0.573644
42.625,0.57403
42.666666666666664,0.574417
42.70833333333333,0.574803
42.75,0.57519
42.791666666666664,0.575576
42.83333333333333,0.575964
42.875,0.576478
42.916666666666664,0.576992
42.95833333333333,0.577506
43,0.57802
43.041666666666664,0.578534
43.08333333333333,0.579048
43.125,0.579435
43.166666666666664,0.579831
43.20833333333333,0.580219
43.25,0.580615
43.291666666666664,0.581011
43.33333333333333,0.581407
43.375,0.581803
43.416666666666664,0.582199
43.45833333333333,0.582587
43.5,0.582974
43.541666666666664,0.58337
43.58333333333333,0.583758
43.625,0.584272
43.666666666666664,0.58466
43.70833333333333,0.585047
43.75,0.585435
43.791666666666664,0.585823
43.83333333333333,0.586219
43.875,0.586743
43.916666666666664,0.587266
43.95833333333333,0.58779
44,0.588186
44.041666666666664,0.588582
44.08333333333333,0.588978
44.125,0.589373
44.166666666666664,0.589769
44.20833333333333,0.590165
44.25,0.590561
44.291666666666664,0.590956
44.33333333333333,0.591352
44.375,0.591748
44.416666666666664,0.592144
44.45833333333333,0.592539
44.5,0.592935
44.541666666666664,0.593322
44.58333333333333,0.59371
44.625,0.594234
44.666666666666664,0.594758
44.70833333333333,0.595281
44.75,0.595805
44.791666666666664,0.596329
44.83333333333333,0.596843
44.875,0.597357
44.916666666666664,0.59787
44.95833333333333,0.598384
45,0.598898
45.041666666666664,0.599411
45.08333333333333,0.599925
45.125,0.600439
45.166666666666664,0.600952
45.20833333333333,0.601338
45.25,0.601841
45.291666666666664,0.602227
45.33333333333333,0.602613
45.375,0.602999
45.416666666666664,0.603385
45.45833333333333,0.60377
45.5,0.604148
45.541666666666664,0.604525
45.58333333333333,0.604902
45.625,0.605279
45.666666666666664,0.605656
45.70833333333333,0.606033
45.75,0.606526
45.791666666666664,0.607018
45.83333333333333,0.607511
45.875,0.608003
45.916666666666664,0.608493
45.95833333333333,0.608983
46,0.609473
46.041666666666664,0.609841
46.08333333333333,0.610209
46.125,0.610576
46.166666666666664,0.610944
46.20833333333333,0.611312
46.25,0.611679
46.291666666666664,0.612047
46.33333333333333,0.612415
46.375,0.612783
46.416666666666664,0.61315
46.45833333333333,0.613518
46.5,0.613885
46.541666666666664,0.614253
46.58333333333333,0.614621
46.625,0.614988
46.666666666666664,0.615478
46.70833333333333,0.615968
46.75,0.61646
46.791666666666664,0.616953
46.83333333333333,0.617456
46.875,0.617959
46.916666666666664,0.618462
46.95833333333333,0.618964
47,0.619478
47.041666666666664,0.619991
47.08333333333333,0.620505
47.125,0.621018
47.166666666666664,0.621542
47.20833333333333,0.622065
47.25,0.622589
47.291666666666664,0.623112
47.33333333333333,0.623646
47.375,0.62418
47.416666666666664,0.624714
47.45833333333333,0.625248
47.5,0.625782
47.541666666666664,0.626185
47.58333333333333,0.626719
47.625,0.627252
47.666666666666664,0.627786
47.70833333333333,0.628189
47.75,0.628723
47.791666666666664,0.629257
